site,extra,pair,detector_date,ncalls,qual,date,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE,TOTA,Hab05km,Hab10km,Hab15km,Hab20km,Hab25km,Hab30km,Hab35km,Hab40km,Hab45km,Hab50km,Hab55km,Hab60km,bug_count,min_temp,mean_temp
PIKAP,0,1,SM6_20110718,781,20.27826136,20110718,5,9,0,0,4,0,1,0,2,0,0,23,16,2,0,62,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,20.4,16.3,20.73700787
PIKAP,0,1,SM6_20110719,633,14.20006103,20110719,9,13,1,0,0,0,1,1,1,0,0,2,13,1,0,42,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,20.4,15.3,21.84409449
PIKAP,0,1,SM6_20110720,166,9.856415944,20110720,2,6,0,0,2,0,0,0,1,0,0,7,9,0,0,27,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,20.4,18.4,23.42734375
BECKP,0,1,SM6_20110721,203,11.82563045,20110721,0,3,0,0,1,1,0,1,11,0,1,11,1,0,0,30,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,2,19.8,24.246875
BECKP,0,1,SM6_20110722,128,9.219114002,20110722,0,4,0,0,0,0,0,2,7,0,0,8,2,0,1,24,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,2,18.9,23.05625
BECKP,0,1,SM6_20110723,269,10.26106793,20110723,0,3,0,0,0,0,0,1,13,0,0,7,5,0,0,29,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,2,18.6,22.284375
JPHRR,0,0,SM6_20110724,173,11.11173545,20110724,1,2,0,0,0,0,2,0,1,2,0,5,19,0,0,32,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,4.4,18.3,21.49069767
JPHRR,0,0,SM6_20110725,162,4.992075395,20110725,0,0,0,0,0,0,0,0,1,0,0,1,15,0,0,17,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,4.4,14.3,20.54806202
JPHRR,0,0,SM6_20110726,128,9.90748052,20110726,0,0,0,0,1,0,4,0,0,2,0,7,15,0,0,29,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,4.4,19.3,23.11085271
JPHRR,0,0,SM6_20110727,157,6.972757576,20110727,0,1,0,0,0,0,0,0,0,0,1,5,14,0,0,21,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,4.4,15,21.61461538
COLAP,0,1,SM6_20110728,260,8.862795691,20110728,0,16,0,0,1,0,1,0,0,0,0,0,1,3,0,22,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,40,17.4,22.38230769
COLAP,0,1,SM6_20110729,143,5.973838198,20110729,0,7,1,0,1,1,0,0,0,1,3,1,1,0,0,16,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,40,17.9,22.07307692
COLAP,0,1,SM6_20110730,92,4.616888169,20110730,1,6,0,0,0,0,1,0,0,0,0,2,1,1,0,12,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,40,17.1,21.45801527
CLAMX,1,0,SM6_20110803,195,5.64082329,20110803,1,6,0,0,0,0,0,0,0,0,0,3,2,2,0,14,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,18.4,21.91742424
CLAMX,1,0,SM6_20110804,325,15.85131351,20110804,1,21,0,0,3,0,0,0,0,0,0,6,5,0,0,36,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,17.9,21.82406015
CLAMX,1,0,SM6_20110805,227,14.91011692,20110805,0,9,0,0,5,3,3,1,0,0,0,7,3,2,0,33,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,17.8,21.89849624
GRACR,0,0,SM6_20110806,70,2.274845938,20110806,2,2,0,0,0,0,0,0,0,1,0,1,1,0,0,7,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,21.6,16.5,21.04511278
GRACR,0,0,SM6_20110807,2,0.465,20110807,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,21.6,16.8,20.85746269
GRACR,0,0,SM6_20110808,22,0.777307692,20110808,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,21.6,16.8,20.4141791
GRACR,0,0,SM6_20110809,17,1.244166667,20110809,0,1,0,0,1,0,0,0,0,0,0,1,0,2,0,5,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,21.6,17,20.40746269
GRACR,0,0,SM6_20110810,14,1.513571429,20110810,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,21.6,16,19.58814815
HYDER,0,0,SM6_20110813,151,6.204265429,20110813,0,2,0,0,0,0,0,0,1,2,0,3,7,0,2,17,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,0,13.6,19.90514706
HYDER,0,0,SM6_20110814,143,5.296326841,20110814,0,1,0,0,2,2,1,0,0,1,0,4,4,0,0,15,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,0,13.8,19.82116788
HYDER,0,0,SM6_20110815,186,9.033799544,20110815,0,0,0,0,0,3,0,0,0,2,0,10,7,0,0,22,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,0,18.3,21.17956204
HYDER,0,0,SM6_20110816,175,7.042029904,20110816,0,0,0,0,2,2,0,0,0,0,0,6,9,0,0,19,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,0,18.1,20.89270073
FNSUR,0,0,SM6_20110817,335,13.9773062,20110817,0,3,0,0,5,3,0,0,2,0,0,13,14,0,0,40,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,0.8,18.3,22.16449275
FNSUR,0,0,SM6_20110818,260,11.46535004,20110818,0,1,0,0,6,3,0,0,1,0,0,8,13,0,0,32,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,0.8,17.6,20.83913043
FNSUR,0,0,SM6_20110819,310,18.23161941,20110819,1,4,0,0,2,6,0,1,1,0,0,16,16,0,0,47,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,0.8,17.9,21.44460432
SMMIR,0,0,SM6_20110820,185,14.00179509,20110820,0,2,0,0,2,6,0,0,1,0,0,10,16,0,0,37,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,5,17.3,21.81798561
SMMIR,0,0,SM6_20110821,343,27.81073582,20110821,1,8,0,0,0,15,1,0,0,0,1,32,9,0,0,67,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,5,17.8,21.84857143
SMMIR,0,0,SM6_20110822,333,25.3884183,20110822,1,12,0,0,4,9,0,0,2,1,0,29,7,0,0,65,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,5,15,21.66642857
HOCRR,0,0,SM6_20110823,106,11.01623785,20110823,1,3,0,0,0,7,2,0,0,0,0,3,7,1,2,26,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,34.2,17.1,23.41785714
HOCRR,0,0,SM6_20110824,101,11.51176611,20110824,0,2,0,0,1,3,0,0,0,0,0,8,11,0,2,27,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,34.2,17.1,22.47234043
HOCRR,0,0,SM6_20110825,192,22.52364057,20110825,4,1,0,0,4,7,1,0,0,0,0,4,15,2,3,41,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,34.2,17.3,22.05673759
HOCRR,0,0,SM6_20110826,2,1.51,20110826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,34.2,,
COHOX,1,0,SM6_20110827,3214,76.968694,20110827,0,105,0,0,37,6,4,0,2,4,2,27,55,5,1,248,,,,,,,,,,,,,,17,22.58450704
COHOX,1,0,SM6_20110828,1611,52.05085308,20110828,2,48,0,0,15,10,3,1,4,4,1,20,52,1,1,162,,,,,,,,,,,,,,14.1,21.21188811
COHOX,1,0,SM6_20110829,384,16.46775164,20110829,0,20,0,0,2,4,0,2,1,1,0,2,22,0,0,54,,,,,,,,,,,,,,13,20.42307692
COWAP,0,1,SM1_20120609,44,2.072764977,20120609,0,0,0,0,0,1,0,0,1,0,0,1,3,0,0,6,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,22.7,27.6233871
COWAP,0,1,SM1_20120610,30,2.110071429,20120610,1,3,0,0,0,0,0,0,1,0,0,1,1,0,0,7,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,14.3,21.70887097
COWAP,0,1,SM1_20120611,86,3.611104395,20120611,0,8,0,0,0,1,1,0,0,1,0,0,0,0,0,11,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,15.8,22.26585366
COWAP,0,1,SM1_20120612,12,1.150833333,20120612,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,17,24.0504065
GRYOP,0,1,SM1_20120613,3,0.266666667,20120613,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,13.2,21.04146341
GRYOP,0,1,SM1_20120615,31,1.934242424,20120615,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,5,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,15,22.49512195
JPHRR,0,0,SM1_20120616,25,3.057,20120616,1,0,0,0,1,0,0,0,1,2,1,1,1,0,0,8,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,17,25.10731707
JPHRR,0,0,SM1_20120617,76,7.640499501,20120617,0,1,0,0,0,0,1,0,0,2,0,7,9,0,0,20,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,17.1,22.5699187
JPHRR,0,0,SM1_20120618,92,5.651074483,20120618,0,0,0,0,0,0,3,0,0,3,0,1,11,0,0,18,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,15,20.06097561
JPHRR,0,0,SM1_20120619,48,3.085166667,20120619,0,0,0,0,0,0,3,0,2,0,0,0,5,0,0,10,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,12.8,20.36422764
SMMIX,1,0,SM1_20120620,40,3.264055555,20120620,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0,12,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,15.5,22.50243902
SMMIX,1,0,SM1_20120621,79,4.032630953,20120621,0,0,0,0,0,0,2,0,0,0,0,0,14,0,0,16,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,12.2,17.56747967
SMMIX,1,0,SM1_20120622,114,6.606940476,20120622,0,2,0,0,0,0,1,0,0,0,0,0,22,0,0,25,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,13.2,18.53821138
RILAR,0,0,SM1_20120623,1,0.43,20120623,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,9,15.65609756
RILAR,0,0,SM1_20120625,3,0.443333333,20120625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32,0.39,0.42,0.5,0.6,0.65,0.69,0.72,0.74,0.76,0.77,0.77,,10.2,16.7300813
COHOP,0,1,SM1_20120626,73,8.548682541,20120626,2,8,0,0,2,0,0,0,0,0,0,2,6,2,0,22,,,,,,,,,,,,,,13.5,21.33414634
COHOP,0,1,SM1_20120627,85,8.191785713,20120627,2,6,2,0,3,1,0,0,0,0,0,6,3,1,0,24,,,,,,,,,,,,,,12.8,21.86422764
COHOP,0,1,SM1_20120628,1542,69.48412019,20120628,2,60,0,0,34,1,1,0,3,0,0,68,5,0,0,174,,,,,,,,,,,,,,15.8,20.81788618
COHOP,0,1,SM1_20120629,243,25.86998135,20120629,0,12,0,0,7,2,0,3,2,1,0,25,8,2,0,62,,,,,,,,,,,,,,17,22.11463415
GRACR,0,0,SM1_20120630,128,10.23771114,20120630,2,5,0,0,3,0,0,0,0,0,2,11,0,1,0,24,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,18.9,22.70731707
GRACR,0,0,SM1_20120701,61,3.500430107,20120701,1,4,0,0,1,0,0,0,0,1,0,1,1,2,0,11,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,17.9,21.25725806
GRACR,0,0,SM1_20120702,79,2.539579365,20120702,1,2,0,0,0,0,0,0,0,1,3,0,1,0,0,8,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,13.6,18.40564516
GRACR,0,0,SM1_20120703,46,2.949940171,20120703,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,14.5,18.46854839
NCTCR,0,0,SM1_20120704,1,0.43,20120704,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,19.1,23.32580645
NCTCR,0,0,SM1_20120705,31,1.272708333,20120705,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,18.9,21.79919355
NCTCR,0,0,SM1_20120706,31,0.423375,20120706,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,14.3,21.14758065
GRYOP,0,1,SM1_20120709,1,0.25,20120709,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,17.3,21.0728
GRYOP,0,1,SM1_20120710,3,0.343333333,20120710,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,15.8,23.3432
SMMIR,0,0,SM1_20120711,45,5.447630952,20120711,0,2,0,0,0,0,0,0,0,1,0,9,0,1,0,13,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,17.3,24.6904
SMMIR,0,0,SM1_20120712,31,3.920238096,20120712,0,3,0,0,0,2,0,0,0,0,0,1,3,0,1,10,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,19.4,23.40714286
SMMIR,0,0,SM1_20120713,2,0.27,20120713,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,18.1,22.01269841
RIWRR,0,0,SM1_20120714,44,5.421190476,20120714,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,14,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,16.1,21.0047619
RIWRR,0,0,SM1_20120715,17,3.638333333,20120715,0,1,0,0,1,0,0,0,0,0,0,6,1,0,0,9,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,16.8,20.61428571
RIWRR,0,0,SM1_20120716,13,1.826666667,20120716,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,18.9,21.97874016
RIWRR,0,0,SM1_20120717,51,4.923142856,20120717,0,1,0,0,1,0,1,0,0,0,0,9,1,0,0,13,0.1,0.16,0.25,0.31,0.37,0.44,0.48,0.5,0.51,0.52,0.54,0.55,,14.6,17.80708661
CLAMR,0,0,SM1_20120718,1,0.29,20120718,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,18.6,22.3015748
CLAMR,0,0,SM1_20120719,6,0.338333333,20120719,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,15,20.61496063
CLAMR,0,0,SM1_20120720,32,2.133008659,20120720,0,3,0,0,0,0,0,1,0,0,0,0,3,0,0,7,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,17.6,25.26640625
COWAR,0,0,SM2_20120609,6,0.298333333,20120609,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,24.6,29.45564516
PIKAP,0,1,SM2_20120614,2,0.335,20120614,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,14,21.22764228
GRRUR,0,0,SM2_20120617,3,0.27,20120617,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.06,0.13,0.19,0.24,0.3,0.34,0.39,0.45,0.49,0.52,0.55,,18.6,24.1097561
GRCAR,0,0,SM2_20120630,1073,30.56652535,20120630,0,12,0,0,13,3,0,0,0,6,0,46,13,0,0,93,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,20.3,25.01869919
GRCAR,0,0,SM2_20120701,953,29.42588646,20120701,0,2,0,0,7,4,2,2,1,15,0,47,11,0,0,91,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,20.3,24.1766129
GRCAR,0,0,SM2_20120702,382,12.33702213,20120702,0,0,0,0,0,1,1,0,0,4,0,21,8,0,3,38,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,13.8,19.51532258
GRCAR,0,0,SM2_20120703,87,3.232083829,20120703,0,0,0,0,1,0,0,0,0,1,0,4,4,0,0,10,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,15.5,20.7733871
FNSUR,0,0,SM2_20120704,371,17.07242462,20120704,0,7,0,0,4,1,0,1,1,0,0,20,14,0,0,48,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,19.3,23.47258065
FNSUR,0,0,SM2_20120705,362,11.09382132,20120705,0,2,0,0,1,1,0,0,0,0,0,13,18,0,0,35,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,18.8,21.82016129
FNSUR,0,0,SM2_20120706,218,8.45129823,20120706,0,4,0,0,0,0,0,0,0,1,0,3,21,0,0,29,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,14.3,20.8733871
GRYOR,0,0,SM2_20120707,32,2.334111111,20120707,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,18.6,24.0368
GRYOR,0,0,SM2_20120708,37,2.117285714,20120708,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,13.6,20.5072
GRYOR,0,0,SM2_20120709,23,2.377,20120709,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,17.8,21.3424
GRYOR,0,0,SM2_20120710,92,3.362936509,20120710,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,10,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,16,24.0288
JPHRR,0,0,SM2_20120711,290,14.71172555,20120711,1,2,0,0,0,1,2,1,1,0,0,9,32,0,0,49,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,17.3,25.7192
JPHRR,0,0,SM2_20120712,301,13.40874038,20120712,1,4,0,0,0,0,4,1,3,1,0,6,23,0,0,43,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,20.4,24.23492063
JPHRR,0,0,SM2_20120713,378,15.22676032,20120713,3,2,0,0,1,0,10,0,0,3,1,10,19,0,0,49,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,19.1,22.52619048
COLAP,0,1,SM2_20120714,165,5.300858068,20120714,0,11,0,0,0,0,0,0,1,0,0,0,4,0,0,16,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,17.8,22.16269841
COLAP,0,1,SM2_20120715,55,2.765027777,20120715,1,4,0,0,0,0,0,0,0,0,1,2,0,0,0,8,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,17.4,21.80952381
COLAP,0,1,SM2_20120716,83,3.327897355,20120716,1,6,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,19.8,22.68425197
COLAP,0,1,SM2_20120717,47,2.467968254,20120717,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,13.2,17.53779528
CLAMP,0,1,SM2_20120718,90,4.429825038,20120718,0,6,0,0,0,1,0,1,1,0,0,0,2,0,0,11,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,19.9,22.09166667
FOGAR,0,0,SM3_20120609,594,26.63064972,20120609,3,57,0,0,5,3,1,1,1,0,0,0,13,0,0,84,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,20.1,25.90806452
FOGAR,0,0,SM3_20120610,27,0.426,20120610,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,13.3,20.22258065
FOGAR,0,0,SM3_20120611,46,2.123163398,20120611,1,0,0,0,0,0,0,2,0,2,0,0,3,0,0,8,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,13.8,20.17235772
FOGAR,0,0,SM3_20120612,35,2.154793652,20120612,1,0,1,0,0,0,0,1,0,0,0,2,2,0,0,7,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,13.2,18.66504065
GRCAR,0,0,SM3_20120613,230,5.694087531,20120613,0,0,0,0,1,0,0,0,0,7,0,4,7,0,0,19,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,13,19.68373984
GRCAR,0,0,SM3_20120614,173,9.717054947,20120614,1,8,0,0,1,0,1,2,0,1,0,11,4,0,0,29,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,11.8,18.99512195
GRCAR,0,0,SM3_20120615,111,4.720044117,20120615,1,0,0,0,0,0,0,0,0,1,0,3,10,0,0,15,0.15,0.1,0.2,0.29,0.37,0.4,0.41,0.42,0.43,0.45,0.46,0.47,,15,21.00894309
JPHRP,0,1,SM3_20120616,573,21.15833748,20120616,1,12,0,0,0,2,1,2,5,3,4,5,34,0,0,69,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,17,24.91544715
JPHRP,0,1,SM3_20120617,1044,39.55746716,20120617,5,16,0,0,5,2,5,3,2,3,0,9,90,0,0,140,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,17.3,22.30406504
JPHRP,0,1,SM3_20120618,1108,33.01726386,20120618,1,3,0,0,5,0,15,1,2,2,0,5,83,0,0,117,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,14.8,19.71138211
JPHRP,0,1,SM3_20120619,584,19.27986093,20120619,1,2,0,0,1,0,3,1,8,2,0,2,49,0,0,69,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,13,20.3699187
SMMIR,0,0,SM3_20120620,6,1.576666667,20120620,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,4,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,15.1,21.52926829
SMMIR,0,0,SM3_20120621,70,2.367707704,20120621,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,11.8,17.40487805
SMMIR,0,0,SM3_20120622,10,1.264,20120622,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,12.3,18.95284553
COLAP,0,1,SM3_20120623,1,0.53,20120623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,7.9,14.95934959
COLAP,0,1,SM3_20120624,12,0.278333333,20120624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,8.7,15.31138211
COLAP,0,1,SM3_20120625,9,0.618333333,20120625,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,8.5,16.31869919
CLAMR,0,0,SM3_20120626,6,0.692,20120626,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,13,20.59674797
